100 100
22 51
53 84
37 12
65 14
77 71
60 48
41 69
62 78
24 15
51 3
16 20
30 67
36 47
36 16
81 29
99 92
56 76
87 74
42 0
90 24
33 26
36 1
66 39
68 69
42 94
68 75
70 62
60 87
87 10
85 98
43 38
90 82
13 41
41 43
67 36
77 95
35 86
0 23
75 66
76 19
73 9
43 91
4 56
67 99
1 55
2 42
69 67
40 28
73 2
64 77
34 35
67 25
40 65
20 95
85 66
13 37
0 37
83 11
27 61
28 47
84 85
2 38
56 75
81 41
6 68
17 41
25 53
75 56
65 10
1 22
9 82
80 29
28 22
82 48
25 62
43 72
65 10
6 49
42 98
65 21
13 41
79 85
48 36
11 13
73 30
6 18
51 50
16 93
10 58
63 85
2 99
82 14
64 67
35 62
55 83
5 48
98 63
8 48
83 26
85 42
18 40
73 80
35 27
70 49
34 70
82 60
59 61
0 97
55 19
35 24
55 14
96 95
89 18
81 34
5 15
78 19
34 85
12 31
57 60
99 91
17 8
89 25
80 51
90 7
21 32
0 66
31 49
45 43
99 90
48 40
81 87
88 38
53 10
6 76
55 52
81 22
22 73
94 31
26 57
27 79
50 85
56 41
48 53
90 12
63 95
88 75
60 15
82 91
29 94
56 95
87 53
45 95
0 25
45 82
12 2
99 18
23 81
41 62
53 93
98 89
23 0
88 86
0 87
79 45
14 90
2 60
96 38
63 85
14 38
12 27
12 66
82 13
30 78
99 81
69 95
22 70
99 34
52 80
82 94
51 94
3 44
44 9
13 65
74 17
73 33
5 14
46 51
49 46
81 86
41 22
57 87
75 44
60 1
60 75
11 32
9 11
95 56
22 48
9 55
6 58
42 60
1 54
27 83
14 12
63 59
37 52
15 99
58 67
7 19
67 25
21 4
86 31
45 36
34 97
73 33
41 38
73 54
92 91
59 49
9 78
46 59
42 4
75 61
65 88
11 19
55 3
76 87
16 76
75 96
95 38
42 40
89 1
92 16
61 32
59 33
99 64
95 49
33 90
27 33
15 15
27 76
97 61
96 25
68 49
74 12
6 50
39 55
70 89
28 73
97 24
56 22
99 0
75 20
34 36
89 55
27 6
1 45
27 36
2 39
75 3
59 58
65 35
5 14
51 46
33 58
14 85
21 55
96 11
6 7
24 1
24 89
11 47
0 98
2 31
82 95
83 98
30 31
92 93
81 9
88 85
52 42
35 53
86 30
29 92
12 27
83 83
45 49
62 4
49 58
79 69
24 70
82 68
11 25
74 5
88 40
93 23
51 8
8 72
87 16
49 51
12 36
9 39
23 18
47 67
41 96
10 29
61 34
45 89
92 9
66 48
58 27
29 99
28 74
52 88
24 33
23 47
53 4
1 75
18 80
89 47
97 75
41 2
65 35
51 55
79 4
73 58
33 11
71 46
25 77
38 41
13 33
24 76
1 36
4 28
54 99
76 91
86 69
18 72
70 66
7 34
38 88
67 44
83 99
87 79
30 52
6 99
58 2
74 38
50 33
29 71
60 90
39 68
43 91
42 56
15 0
17 74
49 67
20 59
45 19
57 59
0 2
58 43
6 91
6 12
91 56
73 58
85 93
48 99
91 43
27 97
65 4
20 88
5 38
99 7
41 47
32 89
64 90
70 55
24 49
47 14
27 86
17 34
76 5
71 38
72 22
38 87
9 47
75 8
39 24
26 41
64 18
44 42
80 65
67 76
62 24
9 97
76 91
32 15
6 26
43 67
49 62
84 34
32 55
30 24
57 61
54 25
75 22
37 17
62 37
48 7
67 4
87 52
81 82
14 33
94 39
13 21
48 58
84 20
12 80
0 84
47 33
57 75
71 3
38 2
11 22
83 50
60 52
24 33
50 76
95 49
22 62
78 21
62 47
86 62
2 39
93 28
82 79
29 80
81 51
22 41
45 66
78 59
69 2
45 45
0 91
71 65
34 43
56 85
74 40
11 23
80 78
78 9
11 30
86 1
79 16
11 80
74 56
95 17
15 47
0 78
0 12
57 64
6 51
22 46
22 54
91 37
66 46
43 98
8 66
47 66
58 88
80 42
28 5
33 32
70 24
45 36
47 79
30 98
40 86
48 37
32 91
57 88
80 44
1 89
47 73
77 5
97 59
39 99
11 57
13 90
28 35
17 20
26 72
64 8
55 59
12 31
11 83
53 96
92 79
37 86
64 9
62 93
21 16
4 13
59 74
39 71
70 91
67 96
74 74
16 86
67 55
53 77
8 62
51 37
4 65
84 0
51 96
66 66
96 92
72 8
41 93
55 16
44 72
12 10
96 62
66 25
10 18
18 97
27 34
18 29
47 52
47 62
19 65
79 75
39 15
67 56
86 96
58 34
47 85
48 84
19 4
55 23
70 68
12 48
48 8
14 71
51 85
87 2
70 34
89 93
10 85
67 30
67 90
38 37
75 95
78 0
15 64
33 18
27 1
1 1
31 25
59 19
6 29
64 74
16 31
1 18
42 34
46 35
86 16
5 54
85 11
67 17
65 33
0 33
73 2
98 96
52 42
89 38
93 95
4 25
7 73
54 24
57 22
95 48
7 16
24 5
23 50
2 8
75 63
77 38
83 47
85 42
82 37
39 78
90 15
97 81
78 83
18 86
1 34
29 19
60 60
27 26
9 67
29 4
67 36
53 7
4 82
87 76
14 27
81 38
84 80
11 41
30 77
18 97
47 55
5 95
69 50
57 84
62 90
3 29
16 65
66 32
21 3
71 16
56 11
84 32
10 90
72 32
13 76
23 25
90 91
75 33
30 70
82 16
37 84
11 64
75 94
60 80
66 84
76 66
82 69
28 27
14 65
71 25
76 53
57 13
11 86
97 88
50 78
67 41
76 87
73 54
46 28
90 56
23 33
79 4
46 97
47 13
69 75
75 10
0 40
59 42
92 64
45 27
59 20
33 69
51 18
49 70
30 2
20 22
45 70
79 14
43 14
76 36
55 84
74 88
43 37
45 98
50 64
73 79
41 73
51 20
42 84
26 25
15 4
61 2
77 79
57 29
74 88
80 39
0 53
15 90
71 19
61 84
55 62
6 69
46 29
85 8
13 3
19 88
80 49
93 91
73 32
78 38
87 73
6 14
67 38
47 79
46 35
78 95
90 15
60 73
86 90
0 41
38 74
8 8
81 62
8 95
7 22
25 31
63 63
89 63
34 53
64 15
37 74
