100 100
54 98
45 39
4 33
45 96
89 75
55 11
43 86
58 72
74 85
78 30
95 45
90 1
97 64
35 5
27 69
97 61
69 61
51 82
97 57
58 82
22 3
28 62
45 93
41 6
64 57
29 36
38 88
42 37
93 75
3 17
17 47
11 88
25 56
90 79
80 94
55 45
25 0
67 40
29 7
0 95
38 97
62 65
20 35
83 6
38 3
57 37
27 4
9 64
56 27
53 16
44 84
16 98
66 39
60 78
0 15
92 53
8 71
3 33
64 1
61 52
21 86
67 55
5 51
36 39
25 52
66 66
90 49
21 25
61 46
90 38
57 25
18 48
10 73
65 98
17 51
71 8
33 69
24 8
49 14
31 23
47 50
77 95
33 63
63 79
87 2
20 23
79 96
44 45
96 98
92 46
39 43
20 53
86 29
36 91
32 88
31 17
29 96
99 24
42 0
36 72
98 84
44 41
35 39
52 6
82 73
0 33
66 88
64 30
51 91
95 32
86 61
18 67
74 67
56 97
63 13
54 39
99 43
73 54
90 40
43 33
29 23
91 73
5 12
71 17
95 91
15 86
43 57
65 86
28 29
3 34
83 82
19 71
98 2
66 17
77 63
64 8
18 86
89 57
88 94
98 20
98 2
10 28
72 32
14 65
39 84
43 72
58 94
76 11
50 73
38 83
68 62
18 31
54 72
79 60
54 47
56 20
35 92
7 99
36 57
21 11
77 41
52 23
90 14
42 24
16 12
62 90
96 99
14 63
69 18
5 9
93 3
10 5
82 24
12 30
65 44
29 37
33 16
86 37
72 45
96 93
72 43
73 54
10 85
61 80
82 13
68 45
78 33
98 23
0 22
55 46
10 40
38 75
90 78
21 58
38 38
11 81
9 8
85 18
60 93
90 98
13 21
73 42
12 86
74 92
37 7
46 15
20 75
62 5
8 88
74 9
42 22
86 7
80 33
68 11
83 63
64 21
71 65
27 92
25 6
88 59
51 63
91 38
73 37
72 2
37 75
20 60
78 81
74 41
17 14
78 19
26 62
52 52
61 81
95 7
42 27
67 58
46 30
11 26
83 55
72 35
5 11
44 19
81 42
33 74
6 72
99 53
86 12
97 25
98 74
61 42
3 45
30 97
84 45
74 23
16 49
42 69
84 24
16 79
15 47
21 83
14 31
57 57
44 73
41 35
70 35
95 74
68 26
67 95
67 39
93 46
45 80
80 85
29 54
55 49
50 5
65 27
43 23
8 34
15 53
19 46
64 27
21 50
97 79
94 18
47 87
98 25
56 43
78 45
6 97
37 54
83 33
53 20
40 19
12 18
20 61
65 50
11 59
28 54
37 0
6 6
72 26
56 58
7 17
16 73
42 90
61 95
43 67
21 67
45 91
83 79
96 35
62 44
77 80
19 23
66 74
4 85
95 61
53 74
77 56
43 71
0 48
59 29
71 47
82 51
95 28
4 50
67 56
52 58
25 33
79 82
82 90
54 37
83 68
36 91
24 93
17 41
39 22
68 84
4 4
44 75
51 1
62 38
44 20
96 62
9 71
2 93
41 24
71 35
78 33
39 39
25 96
95 92
5 63
50 15
36 35
32 77
20 72
91 35
30 26
26 61
26 71
1 67
36 58
47 9
19 26
31 28
22 15
5 5
35 83
41 48
29 42
98 79
5 80
99 85
64 74
1 21
21 19
19 62
98 99
28 16
13 88
60 5
87 39
62 12
30 87
18 99
80 84
56 96
96 12
53 5
32 30
39 19
92 81
79 14
78 48
27 80
7 61
74 15
55 64
48 17
54 49
67 94
19 17
31 95
78 74
49 16
13 89
29 14
14 1
28 21
43 39
77 98
40 55
71 76
3 5
0 57
5 13
71 47
59 67
92 93
44 85
57 56
69 49
53 34
31 24
78 56
32 20
43 87
87 88
43 41
92 37
46 93
78 3
72 9
45 3
15 42
94 5
33 48
86 11
92 49
96 22
47 22
79 47
7 59
22 71
51 70
97 62
6 45
49 41
22 20
12 92
83 57
1 79
79 53
42 16
60 48
7 56
63 78
99 27
12 12
17 13
19 29
59 13
64 66
72 13
26 9
98 58
17 71
64 15
89 78
24 94
16 79
45 15
6 30
63 70
29 94
99 61
79 78
46 74
12 28
89 52
97 65
10 55
78 21
26 7
37 64
36 38
89 71
40 94
14 72
51 23
9 9
12 5
31 21
2 26
90 92
25 22
56 63
9 29
59 8
37 69
88 95
75 59
44 59
51 86
93 61
99 30
27 90
27 16
17 38
43 60
91 37
54 67
85 21
62 64
84 90
51 22
85 18
61 75
55 28
93 41
3 34
29 48
19 66
28 22
98 60
45 59
25 74
91 44
85 35
4 6
30 88
1 89
26 15
23 80
11 90
30 69
65 94
71 37
52 74
40 17
68 25
5 39
26 80
46 91
67 46
87 47
56 19
57 71
20 40
98 64
67 55
45 87
92 43
74 11
21 24
46 92
99 3
71 95
71 69
38 77
95 86
4 41
70 93
86 46
17 45
89 76
92 66
27 83
58 78
14 99
99 92
12 15
81 1
11 74
48 30
37 28
99 86
14 37
58 55
75 46
26 96
52 98
54 96
82 61
72 20
96 65
70 83
96 58
93 87
43 42
49 8
85 55
30 62
68 72
95 64
35 30
40 80
69 23
57 31
67 21
97 84
98 89
55 53
86 58
86 58
18 39
91 90
78 27
86 73
8 9
5 61
41 36
3 22
81 8
61 51
39 79
35 67
57 64
70 66
1 72
90 65
59 68
31 58
25 22
63 65
68 73
35 86
7 61
24 72
92 57
14 77
20 41
12 67
4 41
41 0
22 66
79 67
40 50
53 17
33 1
5 72
85 81
79 33
45 78
74 41
43 50
69 89
21 22
46 11
89 40
42 73
40 4
96 55
45 48
86 17
21 59
6 75
48 96
58 42
60 51
15 18
64 28
55 25
1 79
3 52
99 65
42 65
94 3
1 9
94 26
56 81
13 9
42 64
59 25
24 35
84 65
95 0
51 94
6 15
15 28
31 98
57 47
71 9
66 61
9 73
90 17
88 22
39 87
83 84
45 75
62 92
26 95
20 19
56 82
64 36
51 9
87 92
5 63
57 12
33 53
81 58
95 14
31 21
92 6
36 83
48 1
57 13
39 40
46 24
69 61
28 9
11 8
44 38
71 38
18 16
24 10
12 4
73 80
34 39
42 90
20 62
58 75
20 5
35 98
79 47
59 40
98 3
40 94
73 23
54 43
82 59
80 51
54 5
44 2
42 0
47 90
1 10
55 0
15 44
66 59
71 10
33 75
78 71
0 20
17 43
28 6
80 76
85 76
51 88
48 1
12 78
6 66
64 14
25 2
98 13
24 11
52 26
30 51
37 32
62 54
48 18
91 8
54 56
24 56
44 54
81 87
78 77
90 91
48 92
56 1
87 5
55 59
28 90
7 6
46 65
75 94
67 77
11 30
12 1
70 64
75 74
28 2
13 24
33 11
71 39
47 74
64 5
0 24
75 50
10 74
39 91
88 94
40 20
56 25
27 56
84 31
58 87
46 61
35 63
56 56
22 2
78 55
61 59
48 18
96 88
49 24
68 96
45 62
99 67
6 19
65 46
84 9
72 30
59 13
74 89
77 53
7 22
57 50
94 22
22 78
13 79
48 83
75 57
93 84
44 55
71 12
48 45
14 78
89 32
46 9
50 61
81 52
73 52
14 53
12 79
6 0
62 28
16 12
27 60
15 42
82 21
34 80
62 13
52 19
10 14
31 70
85 30
79 32
75 40
77 9
98 43
34 10
24 95
50 39
88 90
97 4
41 97
47 56
9 33
33 50
73 65
21 30
13 11
40 71
81 11
52 9
22 2
25 1
43 6
22 84
83 0
69 96
82 88
67 74
90 96
67 5
16 89
69 18
32 16
19 37
39 72
29 21
27 95
74 34
77 50
64 19
76 23
74 41
46 19
11 75
2 37
36 31
87 66
58 19
62 41
86 53
79 84
98 40
72 10
40 9
10 14
26 82
68 41
13 51
57 5
17 39
30 89
71 23
85 52
22 39
35 25
92 51
23 93
46 44
33 50
75 22
30 20
52 12
26 30
16 61
69 13
76 6
34 2
25 98
23 32
60 59
61 89
6 42
76 82
98 95
6 74
17 79
41 92
12 65
74 18
56 44
64 4
38 57
19 44
98 57
41 43
58 48
11 66
29 43
80 25
36 40
94 71
38 60
70 95
83 31
31 15
49 10
36 92
25 68
33 88
94 89
35 14
68 84
41 83
35 91
27 36
96 62
71 58
74 92
73 82
1 67
59 35
15 89
55 80
33 36
6 60
44 28
4 69
82 65
97 83
27 25
50 80
38 83
98 50
26 35
89 36
19 92
84 35
71 43
53 69
99 55
37 46
83 34
3 19
90 23
11 59
39 68
8 3
16 43
64 25
44 47
0 19
75 82
34 33
17 28
74 19
70 89
72 59
58 15
69 45
6 90
29 39
9 36
80 49
8 70
64 43
61 92
4 61
65 24
61 82
25 43
90 85
74 45
58 30
40 71
13 97
69 36
11 73
13 90
89 29
6 58
86 31
2 12
23 1
69 24
99 50
57 49
97 47
43 7
29 38
81 18
18 96
96 82
90 24
73 24
67 63
74 68
56 64
37 82
45 7
49 63
16 11
86 40
50 69
63 47
27 12
10 7
72 49
90 76
30 5
99 5
1 26
34 63
5 49
15 8
36 1
60 25
26 99
87 89
71 66
58 7
25 51
33 12
64 41
63 20
53 76
77 36
97 24
85 44
84 50
22 28
52 86
85 50
58 55
26 8
79 18
86 29
99 8
72 51
41 88
40 99
24 12
24 84
75 26
29 57
79 15
33 75
73 24
16 32
43 10
29 73
42 68
89 75
85 48
29 73
89 15
77 7
14 75
18 18
99 43
11 84
48 32
29 15
2 15
58 30
51 9
21 71
65 0
1 39
70 8
44 88
3 17
74 95
64 32
