0 2
0 3
0 14
0 17
0 46
0 47
0 48
0 54
0 55
0 56
0 57
0 74
0 75
0 91
0 93
0 94
0 98
1 0
1 1
1 3
1 15
1 16
1 36
1 37
1 54
1 55
1 56
1 93
1 94
1 95
1 96
2 0
2 1
2 35
2 38
2 66
2 97
3 12
3 23
3 24
3 36
3 37
3 66
3 97
3 98
4 12
4 22
4 25
4 66
5 12
5 23
5 25
6 6
6 7
6 24
6 35
7 6
7 7
7 35
7 53
7 55
7 59
7 92
7 93
8 16
8 17
8 35
8 53
8 54
8 58
8 92
8 93
9 19
9 29
9 30
9 31
9 54
9 58
9 61
10 19
10 20
10 59
10 60
10 84
11 16
11 20
11 38
11 60
11 85
11 93
12 16
12 17
12 19
12 20
12 34
12 39
12 85
12 91
12 92
12 93
13 19
13 35
13 36
13 37
13 38
13 39
13 45
13 73
13 90
14 43
14 44
14 46
14 47
14 74
15 36
15 37
15 38
15 44
15 45
15 47
15 48
15 74
15 86
15 87
15 91
16 35
16 36
16 37
16 38
16 45
16 46
16 47
16 48
16 71
16 76
16 86
16 87
16 91
16 92
17 34
17 35
17 36
17 60
17 71
17 76
17 77
17 89
17 91
18 34
18 35
18 62
18 78
18 89
18 90
18 91
19 34
19 35
19 48
19 49
19 57
19 58
19 67
19 68
19 73
19 79
19 89
19 90
20 48
20 49
20 65
20 66
20 67
20 68
20 73
20 78
20 82
20 85
20 89
20 90
21 3
21 4
21 5
21 21
21 56
21 59
21 65
21 68
21 71
21 72
21 77
21 82
21 85
21 88
21 91
22 20
22 21
22 22
22 56
22 59
22 63
22 72
22 73
22 75
22 76
22 86
22 89
22 91
23 13
23 14
23 19
23 22
23 23
23 38
23 40
23 63
23 64
23 72
23 75
23 76
23 84
23 85
23 86
23 90
24 12
24 14
24 19
24 22
24 23
24 37
24 40
24 41
24 56
24 57
24 63
24 64
24 68
24 73
24 74
25 13
25 19
25 23
25 38
25 42
25 52
25 53
25 56
25 57
25 63
25 64
25 65
25 68
25 81
25 82
26 23
26 26
26 27
26 39
26 40
26 41
26 52
26 53
26 58
26 66
26 80
26 82
26 83
26 86
27 20
27 21
27 23
27 24
27 26
27 27
27 40
27 59
27 64
27 80
27 81
27 84
27 86
27 87
28 20
28 21
28 23
28 63
28 84
28 85
28 88
29 20
29 23
29 70
29 84
29 89
30 20
30 22
30 68
30 71
30 84
30 88
30 96
31 1
31 20
31 21
31 22
31 67
31 71
31 77
31 78
31 83
31 95
31 96
32 0
32 1
32 2
32 52
32 67
32 72
32 76
32 79
32 84
32 95
32 97
33 2
33 52
33 72
33 77
33 78
33 95
33 96
33 97
33 99
34 0
34 6
34 7
34 52
34 53
34 54
34 56
34 57
34 58
34 67
34 68
34 71
34 96
34 97
35 5
35 9
35 57
35 59
35 70
36 6
36 9
36 57
36 59
36 78
36 79
36 85
37 0
37 1
37 6
37 10
37 11
37 44
37 45
37 58
37 78
37 79
37 85
38 0
38 1
38 11
38 44
38 45
38 84
38 86
38 94
38 95
39 9
39 10
39 23
39 24
39 25
39 46
39 80
39 90
39 94
39 96
40 10
40 23
40 24
40 25
40 29
40 30
40 42
40 55
40 66
40 67
40 68
40 73
40 80
40 90
40 94
41 8
41 10
41 15
41 16
41 21
41 22
41 26
41 28
41 42
41 44
41 55
41 74
41 78
41 79
41 80
41 81
41 83
41 84
41 86
41 87
41 89
41 90
41 91
41 92
42 15
42 16
42 21
42 22
42 23
42 25
42 26
42 27
42 30
42 41
42 42
42 45
42 46
42 73
42 77
42 78
42 83
42 85
42 87
42 92
